,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,se_ep,ep,season,episode
0,2.49297E+17,2.49297E+17,1.34827E+12,9/21/12 23:58,0,,@hulu fix Ur problems so I can watch #THEOFFICE!!,en,['theoffice'],[],141373728,141373728,JOY4NO1,JOY M.,5,23,https://twitter.com/JOY4NO1/status/249296561996177409,[],[],0,,FALSE,0,1,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
1,2.49296E+17,2.49296E+17,1.34827E+12,9/21/12 23:57,0,,we're watching #theoffice from last night. it's hilarious.,en,['theoffice'],[],80711915,80711915,Rugglesemf,Emily Farrer,5,23,https://twitter.com/Rugglesemf/status/249296448951287808,[],[],0,,FALSE,0,0,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
2,2.49295E+17,2.49295E+17,1.34827E+12,9/21/12 23:53,0,,Watching #Parks&amp;Rec and #TheOffice with @BenEimer. #wearesocool,en,"['parks', 'theoffice', 'wearesocool']",[],271175409,271175409,hannavaS117,Savannah Dixon,5,23,https://twitter.com/hannavaS117/status/249295361036918784,[],[],0,,FALSE,0,0,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
3,2.49295E+17,2.49295E+17,1.34827E+12,9/21/12 23:53,0,,"Good premiers so far.  Still have to watch Up All Night, though #SNLWeekendUpdateThursdays #TheOffice",en,"['snlweekendupdatethursdays', 'theoffice']",[],25203470,25203470,ThePointyKitty,The Pointy Kitty,5,23,https://twitter.com/ThePointyKitty/status/249295290362908673,[],[],0,,FALSE,0,0,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
4,2.49295E+17,2.49295E+17,1.34827E+12,9/21/12 23:52,0,,"miss talking about #TheOffice, #ParksandRec w/ @brom410, @laurpel and @johnNYYankee. i guess i miss @OrangePirate09 and @AmandaProcknal too!",en,"['theoffice', 'parksandrec']",[],64220952,64220952,bennytiche,Ben Tichenor,5,23,https://twitter.com/bennytiche/status/249295055171485696,[],[],0,,FALSE,0,1,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
5,2.49295E+17,2.49295E+17,1.34827E+12,9/21/12 23:51,0,,Last season premier #theoffice #sosad  http://t.co/3bAS87C,en,"['theoffice', 'sosad']",[],102266514,102266514,J0shGee,Jonathan Kamayan,5,23,https://twitter.com/J0shGee/status/249294784907329538,['http://instagr.am/p/P2zJziJrEr/'],[],0,,FALSE,0,0,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
6,2.49295E+17,2.49295E+17,1.34827E+12,9/21/12 23:51,0,,"One day after one of my ""that's what she said"" responses, Stace is gonna punch me in the face! #TheOffice",en,['theoffice'],[],266861490,266861490,McKinnDAWG,Justin McKinney,5,23,https://twitter.com/McKinnDAWG/status/249294768478244864,[],[],0,,FALSE,0,0,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
7,2.49295E+17,2.49295E+17,1.34827E+12,9/21/12 23:51,0,,This'll be good! Stephen Colbert to guest-star on #TheOffice as Andy's a cappella frenemy  http://t.co/iqSkm1C7,en,['theoffice'],[],22011288,22011288,deafgeoff,Geoff Herbert,5,23,https://twitter.com/deafgeoff/status/249294699209293824,['http://bitly.com/Q37K0x'],[],0,,FALSE,0,0,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
8,2.49294E+17,2.49294E+17,1.34827E+12,9/21/12 23:49,0,,"""Boo I'm unimpressed, it's a tight rope for babies."" #TheOffice",en,['theoffice'],[],177444968,177444968,daniyrselfclean,Danielle,5,23,https://twitter.com/daniyrselfclean/status/249294297113972738,[],[],0,,FALSE,0,0,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
9,2.49294E+17,2.49294E+17,1.34827E+12,9/21/12 23:47,0,,"Wherever I work someday, I hope it's like #TheOffice ...as long as I'm not Dwight...or Creed...who am I kidding, Creed is kinda boss",en,['theoffice'],[],278809810,278809810,justNkrunchbar,Justin K.,5,23,https://twitter.com/justNkrunchbar/status/249293767511773184,[],[],0,,FALSE,0,0,0,,#TheOffice,,,,,,,[],,,,,s9ep1,ep,9,1
